,,weights,values,capacity,distribution,instance_id
8,32,15,52,2807,uniform,8
8,33,15,90,2807,uniform,8
8,34,5,79,2807,uniform,8
8,35,20,77,2807,uniform,8
8,36,23,60,2807,uniform,8
8,37,22,63,2807,uniform,8
8,38,7,72,2807,uniform,8
8,39,59,57,2807,uniform,8
8,40,19,85,2807,uniform,8
8,41,20,52,2807,uniform,8
8,42,16,51,2807,uniform,8
8,43,6,70,2807,uniform,8
8,44,21,62,2807,uniform,8
8,45,4,74,2807,uniform,8
8,46,21,95,2807,uniform,8
8,47,4,70,2807,uniform,8
8,48,21,84,2807,uniform,8
8,49,19,61,2807,uniform,8
8,50,3,83,2807,uniform,8
8,51,68,74,2807,uniform,8
8,52,13,81,2807,uniform,8
8,53,6,75,2807,uniform,8
8,54,2,97,2807,uniform,8
8,55,5,98,2807,uniform,8
8,56,18,51,2807,uniform,8
8,57,18,98,2807,uniform,8
8,58,11,59,2807,uniform,8
8,59,23,96,2807,uniform,8
8,60,15,70,2807,uniform,8
8,61,10,74,2807,uniform,8
8,62,14,54,2807,uniform,8
8,63,2,51,2807,uniform,8
8,64,8,62,2807,uniform,8
8,65,20,88,2807,uniform,8
8,66,6,91,2807,uniform,8
8,67,18,83,2807,uniform,8
8,68,62,99,2807,uniform,8
8,69,21,93,2807,uniform,8
8,70,11,93,2807,uniform,8
8,71,16,67,2807,uniform,8
8,72,5,97,2807,uniform,8
8,73,18,59,2807,uniform,8
8,74,3,64,2807,uniform,8
8,75,21,72,2807,uniform,8
8,76,1,71,2807,uniform,8
8,77,18,52,2807,uniform,8
8,78,22,62,2807,uniform,8
8,79,4,75,2807,uniform,8
8,80,16,65,2807,uniform,8
8,81,23,82,2807,uniform,8
8,82,23,93,2807,uniform,8
8,83,3,63,2807,uniform,8
8,84,20,69,2807,uniform,8
8,85,15,67,2807,uniform,8
8,86,61,72,2807,uniform,8
8,87,11,72,2807,uniform,8
8,88,1,94,2807,uniform,8
8,89,15,53,2807,uniform,8
8,90,15,51,2807,uniform,8
8,91,24,75,2807,uniform,8
8,92,3,60,2807,uniform,8
8,93,62,58,2807,uniform,8
8,94,11,99,2807,uniform,8
8,95,18,84,2807,uniform,8
8,96,20,60,2807,uniform,8
8,97,69,86,2807,uniform,8
8,98,13,78,2807,uniform,8
8,99,10,63,2807,uniform,8
9,0,19,85,3154,exponential,9
9,1,23,74,3154,exponential,9
9,2,4,50,3154,exponential,9
9,3,24,89,3154,exponential,9
9,4,15,97,3154,exponential,9
9,5,20,82,3154,exponential,9
9,6,23,55,3154,exponential,9
9,7,7,94,3154,exponential,9
9,8,20,61,3154,exponential,9
9,9,5,72,3154,exponential,9
9,10,19,50,3154,exponential,9
9,11,23,93,3154,exponential,9
9,12,11,71,3154,exponential,9
9,13,5,76,3154,exponential,9
9,14,16,70,3154,exponential,9
9,15,13,53,3154,exponential,9
9,16,78,82,3154,exponential,9
9,17,1,85,3154,exponential,9
9,18,7,90,3154,exponential,9
9,19,20,66,3154,exponential,9
9,20,17,88,3154,exponential,9
9,21,15,58,3154,exponential,9
9,22,9,75,3154,exponential,9
9,23,21,67,3154,exponential,9
9,24,24,76,3154,exponential,9
9,25,11,92,3154,exponential,9
9,26,64,63,3154,exponential,9
9,27,4,89,3154,exponential,9
9,28,21,90,3154,exponential,9
9,29,21,83,3154,exponential,9
9,30,21,93,3154,exponential,9
9,31,10,74,3154,exponential,9
9,32,79,74,3154,exponential,9
9,33,3,70,3154,exponential,9
9,34,56,56,3154,exponential,9
9,35,5,99,3154,exponential,9
9,36,2,69,3154,exponential,9
9,37,9,93,3154,exponential,9
9,38,15,71,3154,exponential,9
9,39,9,70,3154,exponential,9
9,40,1,82,3154,exponential,9
9,41,3,99,3154,exponential,9
9,42,2,57,3154,exponential,9
9,43,6,52,3154,exponential,9
9,44,4,60,3154,exponential,9
9,45,8,78,3154,exponential,9
9,46,19,72,3154,exponential,9
9,47,7,54,3154,exponential,9
9,48,14,65,3154,exponential,9
9,49,4,72,3154,exponential,9
9,50,9,96,3154,exponential,9
9,51,7,86,3154,exponential,9
9,52,72,94,3154,exponential,9
9,53,14,62,3154,exponential,9
9,54,18,98,3154,exponential,9
9,55,1,71,3154,exponential,9
9,56,5,75,3154,exponential,9
9,57,15,56,3154,exponential,9
9,58,3,78,3154,exponential,9
9,59,21,51,3154,exponential,9
9,60,17,88,3154,exponential,9
9,61,18,92,3154,exponential,9
9,62,13,88,3154,exponential,9
9,63,14,81,3154,exponential,9
9,64,7,81,3154,exponential,9
9,65,3,58,3154,exponential,9
9,66,13,81,3154,exponential,9
9,67,16,63,3154,exponential,9
9,68,23,93,3154,exponential,9
9,69,18,58,3154,exponential,9
9,70,1,52,3154,exponential,9
9,71,24,77,3154,exponential,9
9,72,2,51,3154,exponential,9
9,73,88,66,3154,exponential,9
9,74,14,75,3154,exponential,9
9,75,62,97,3154,exponential,9
9,76,20,80,3154,exponential,9
9,77,17,75,3154,exponential,9
9,78,9,84,3154,exponential,9
9,79,83,89,3154,exponential,9
9,80,15,73,3154,exponential,9
9,81,2,67,3154,exponential,9
9,82,10,73,3154,exponential,9
9,83,50,99,3154,exponential,9
9,84,7,67,3154,exponential,9
9,85,22,73,3154,exponential,9
9,86,15,82,3154,exponential,9
9,87,11,97,3154,exponential,9
9,88,16,96,3154,exponential,9
9,89,16,50,3154,exponential,9
9,90,21,67,3154,exponential,9
9,91,16,64,3154,exponential,9
9,92,2,56,3154,exponential,9
9,93,77,96,3154,exponential,9
9,94,18,68,3154,exponential,9
9,95,10,53,3154,exponential,9
9,96,7,83,3154,exponential,9
9,97,4,51,3154,exponential,9
9,98,22,96,3154,exponential,9
9,99,14,50,3154,exponential,9
10,0,19,80,3143,normal,10
10,1,5,70,3143,normal,10
10,2,22,80,3143,normal,10
10,3,94,79,3143,normal,10
10,4,10,63,3143,normal,10
10,5,14,84,3143,normal,10
10,6,6,67,3143,normal,10
10,7,19,73,3143,normal,10
10,8,24,92,3143,normal,10
10,9,21,84,3143,normal,10
10,10,13,66,3143,normal,10
10,11,3,56,3143,normal,10
10,12,3,93,3143,normal,10
10,13,17,74,3143,normal,10
10,14,14,77,3143,normal,10
10,15,16,73,3143,normal,10
10,16,51,65,3143,normal,10
10,17,20,75,3143,normal,10
10,18,19,97,3143,normal,10
10,19,16,91,3143,normal,10
10,20,99,63,3143,normal,10
10,21,97,78,3143,normal,10
10,22,23,99,3143,normal,10
10,23,4,58,3143,normal,10
10,24,15,83,3143,normal,10
10,25,3,84,3143,normal,10
10,26,4,90,3143,normal,10
10,27,10,52,3143,normal,10
10,28,12,70,3143,normal,10
10,29,4,67,3143,normal,10
10,30,19,67,3143,normal,10
10,31,5,78,3143,normal,10
10,32,10,52,3143,normal,10
10,33,17,95,3143,normal,10
10,34,5,88,3143,normal,10
10,35,14,88,3143,normal,10
10,36,9,82,3143,normal,10
10,37,9,69,3143,normal,10
10,38,1,53,3143,normal,10
10,39,22,59,3143,normal,10
10,40,2,65,3143,normal,10
10,41,80,66,3143,normal,10
10,42,13,86,3143,normal,10
10,43,16,94,3143,normal,10
10,44,16,79,3143,normal,10
10,45,13,91,3143,normal,10
10,46,6,52,3143,normal,10
10,47,17,67,3143,normal,10
10,48,24,67,3143,normal,10
10,49,19,74,3143,normal,10
10,50,1,88,3143,normal,10
10,51,6,80,3143,normal,10
10,52,18,98,3143,normal,10
10,53,12,60,3143,normal,10
10,54,23,78,3143,normal,10
10,55,61,76,3143,normal,10
10,56,15,51,3143,normal,10
10,57,14,54,3143,normal,10
10,58,20,51,3143,normal,10
10,59,19,58,3143,normal,10
10,60,21,78,3143,normal,10
10,61,10,60,3143,normal,10
10,62,7,73,3143,normal,10
10,63,5,82,3143,normal,10
10,64,1,99,3143,normal,10
10,65,6,83,3143,normal,10
10,66,16,87,3143,normal,10
10,67,12,88,3143,normal,10
10,68,17,53,3143,normal,10
10,69,79,79,3143,normal,10
10,70,1,51,3143,normal,10
10,71,5,55,3143,normal,10
10,72,5,73,3143,normal,10
10,73,88,69,3143,normal,10
10,74,8,99,3143,normal,10
10,75,2,83,3143,normal,10
10,76,5,58,3143,normal,10
10,77,24,69,3143,normal,10
10,78,14,90,3143,normal,10
10,79,11,56,3143,normal,10
10,80,14,96,3143,normal,10
10,81,8,93,3143,normal,10
10,82,21,78,3143,normal,10
10,83,16,71,3143,normal,10
10,84,3,89,3143,normal,10
10,85,12,67,3143,normal,10
10,86,19,54,3143,normal,10
10,87,11,75,3143,normal,10
10,88,22,55,3143,normal,10
10,89,18,67,3143,normal,10
10,90,23,54,3143,normal,10
10,91,3,72,3143,normal,10
10,92,13,81,3143,normal,10
10,93,1,92,3143,normal,10
10,94,86,79,3143,normal,10
10,95,14,76,3143,normal,10
10,96,86,89,3143,normal,10
10,97,4,87,3143,normal,10
10,98,18,63,3143,normal,10
10,99,22,71,3143,normal,10
11,0,14,72,2914,normal,11
11,1,3,68,2914,normal,11
11,2,14,60,2914,normal,11
11,3,24,81,2914,normal,11
11,4,6,84,2914,normal,11
11,5,5,87,2914,normal,11
11,6,3,95,2914,normal,11
11,7,24,69,2914,normal,11
11,8,16,89,2914,normal,11
11,9,19,90,2914,normal,11
11,10,19,96,2914,normal,11
11,11,6,98,2914,normal,11
11,12,19,57,2914,normal,11
11,13,17,98,2914,normal,11
11,14,8,75,2914,normal,11
11,15,17,64,2914,normal,11
11,16,64,70,2914,normal,11
11,17,12,74,2914,normal,11
11,18,7,82,2914,normal,11
11,19,22,84,2914,normal,11
11,20,20,58,2914,normal,11
11,21,9,63,2914,normal,11
11,22,2,91,2914,normal,11
11,23,15,61,2914,normal,11
11,24,20,53,2914,normal,11
11,25,20,94,2914,normal,11
11,26,83,88,2914,normal,11
11,27,67,86,2914,normal,11
11,28,11,82,2914,normal,11
11,29,15,82,2914,normal,11
11,30,22,51,2914,normal,11
11,31,76,80,2914,normal,11
11,32,53,55,2914,normal,11
11,33,3,71,2914,normal,11
11,34,14,77,2914,normal,11
11,35,16,70,2914,normal,11
11,36,12,79,2914,normal,11
11,37,11,68,2914,normal,11
11,38,22,81,2914,normal,11
11,39,10,74,2914,normal,11
11,40,5,88,2914,normal,11
11,41,2,98,2914,normal,11
11,42,70,98,2914,normal,11
11,43,6,67,2914,normal,11
11,44,7,75,2914,normal,11
11,45,1,69,2914,normal,11
11,46,7,93,2914,normal,11
11,47,11,82,2914,normal,11
11,48,10,71,2914,normal,11
11,49,18,84,2914,normal,11
11,50,11,65,2914,normal,11
11,51,17,83,2914,normal,11
11,52,99,67,2914,normal,11
11,53,64,89,2914,normal,11
11,54,13,61,2914,normal,11
11,55,53,75,2914,normal,11
11,56,11,61,2914,normal,11
11,57,16,93,2914,normal,11
11,58,4,78,2914,normal,11
11,59,23,57,2914,normal,11
11,60,22,74,2914,normal,11
11,61,17,85,2914,normal,11
11,62,19,97,2914,normal,11
11,63,13,83,2914,normal,11
11,64,17,84,2914,normal,11
11,65,98,99,2914,normal,11
11,66,5,87,2914,normal,11
11,67,8,57,2914,normal,11
11,68,13,78,2914,normal,11
11,69,16,70,2914,normal,11
11,70,5,58,2914,normal,11
11,71,17,97,2914,normal,11
11,72,9,68,2914,normal,11
11,73,22,70,2914,normal,11
11,74,13,83,2914,normal,11
11,75,3,52,2914,normal,11
11,76,22,94,2914,normal,11
11,77,14,54,2914,normal,11
11,78,3,75,2914,normal,11
11,79,11,94,2914,normal,11
11,80,13,54,2914,normal,11
11,81,3,99,2914,normal,11
11,82,21,51,2914,normal,11
11,83,18,83,2914,normal,11
11,84,18,54,2914,normal,11
11,85,17,55,2914,normal,11
11,86,2,65,2914,normal,11
11,87,6,51,2914,normal,11
11,88,14,89,2914,normal,11
11,89,6,64,2914,normal,11
11,90,6,55,2914,normal,11
11,91,14,97,2914,normal,11
11,92,23,63,2914,normal,11
11,93,7,83,2914,normal,11
11,94,21,83,2914,normal,11
11,95,3,93,2914,normal,11
11,96,2,99,2914,normal,11
11,97,6,81,2914,normal,11
11,98,9,87,2914,normal,11
11,99,4,75,2914,normal,11
12,0,1,76,3535,exponential,12
12,1,10,72,3535,exponential,12
12,2,12,92,3535,exponential,12
12,3,13,59,3535,exponential,12
12,4,19,60,3535,exponential,12
12,5,7,57,3535,exponential,12
12,6,24,70,3535,exponential,12
12,7,15,89,3535,exponential,12
12,8,19,94,3535,exponential,12
12,9,93,52,3535,exponential,12
12,10,14,77,3535,exponential,12
12,11,18,97,3535,exponential,12
12,12,13,68,3535,exponential,12
12,13,13,86,3535,exponential,12
12,14,7,90,3535,exponential,12
12,15,16,72,3535,exponential,12
12,16,7,99,3535,exponential,12
12,17,7,88,3535,exponential,12
12,18,15,87,3535,exponential,12
12,19,19,51,3535,exponential,12
12,20,8,85,3535,exponential,12
12,21,21,72,3535,exponential,12
12,22,22,90,3535,exponential,12
12,23,12,90,3535,exponential,12
12,24,98,98,3535,exponential,12
12,25,12,82,3535,exponential,12
12,26,16,81,3535,exponential,12
12,27,7,72,3535,exponential,12
12,28,11,82,3535,exponential,12
12,29,18,50,3535,exponential,12
12,30,17,74,3535,exponential,12
12,31,5,89,3535,exponential,12
12,32,22,95,3535,exponential,12
12,33,15,53,3535,exponential,12
12,34,3,59,3535,exponential,12
12,35,8,90,3535,exponential,12
12,36,23,77,3535,exponential,12
12,37,9,95,3535,exponential,12
12,38,16,50,3535,exponential,12
12,39,19,54,3535,exponential,12
12,40,18,56,3535,exponential,12
12,41,16,66,3535,exponential,12
12,42,10,68,3535,exponential,12
12,43,22,87,3535,exponential,12
12,44,12,97,3535,exponential,12
12,45,10,92,3535,exponential,12
12,46,13,75,3535,exponential,12
12,47,4,84,3535,exponential,12
12,48,22,75,3535,exponential,12
12,49,5,93,3535,exponential,12
12,50,18,93,3535,exponential,12
12,51,10,82,3535,exponential,12
12,52,9,59,3535,exponential,12
12,53,71,66,3535,exponential,12
12,54,9,65,3535,exponential,12
12,55,21,53,3535,exponential,12
12,56,21,73,3535,exponential,12
12,57,23,58,3535,exponential,12
12,58,89,76,3535,exponential,12
12,59,84,89,3535,exponential,12
12,60,8,52,3535,exponential,12
12,61,80,77,3535,exponential,12
12,62,24,73,3535,exponential,12
12,63,6,67,3535,exponential,12
12,64,9,74,3535,exponential,12
12,65,23,57,3535,exponential,12
12,66,13,58,3535,exponential,12
12,67,20,67,3535,exponential,12
12,68,20,95,3535,exponential,12
12,69,7,94,3535,exponential,12
12,70,16,60,3535,exponential,12
12,71,12,67,3535,exponential,12
12,72,92,92,3535,exponential,12
12,73,17,74,3535,exponential,12
12,74,4,64,3535,exponential,12
12,75,1,74,3535,exponential,12
12,76,15,60,3535,exponential,12
12,77,20,67,3535,exponential,12
12,78,14,74,3535,exponential,12
12,79,6,56,3535,exponential,12
12,80,7,92,3535,exponential,12
12,81,15,75,3535,exponential,12
12,82,20,53,3535,exponential,12
12,83,22,53,3535,exponential,12
12,84,24,52,3535,exponential,12
12,85,7,79,3535,exponential,12
12,86,8,63,3535,exponential,12
12,87,58,53,3535,exponential,12
12,88,6,56,3535,exponential,12
12,89,6,67,3535,exponential,12
12,90,22,55,3535,exponential,12
12,91,58,66,3535,exponential,12
12,92,10,85,3535,exponential,12
12,93,14,78,3535,exponential,12
12,94,13,74,3535,exponential,12
12,95,63,59,3535,exponential,12
12,96,20,89,3535,exponential,12
12,97,14,76,3535,exponential,12
12,98,3,74,3535,exponential,12
12,99,1,87,3535,exponential,12
13,0,24,75,4673,uniform,13
13,1,12,83,4673,uniform,13
13,2,2,66,4673,uniform,13
13,3,9,65,4673,uniform,13
13,4,4,77,4673,uniform,13
13,5,14,73,4673,uniform,13
13,6,10,76,4673,uniform,13
13,7,11,93,4673,uniform,13
13,8,19,98,4673,uniform,13
13,9,10,88,4673,uniform,13
13,10,14,62,4673,uniform,13
13,11,19,60,4673,uniform,13
13,12,18,52,4673,uniform,13
13,13,10,83,4673,uniform,13
13,14,14,72,4673,uniform,13
13,15,6,86,4673,uniform,13
13,16,5,73,4673,uniform,13
13,17,20,60,4673,uniform,13
13,18,16,65,4673,uniform,13
13,19,94,97,4673,uniform,13
13,20,21,87,4673,uniform,13
13,21,9,81,4673,uniform,13
13,22,21,72,4673,uniform,13
13,23,13,64,4673,uniform,13
13,24,12,78,4673,uniform,13
13,25,63,74,4673,uniform,13
13,26,98,99,4673,uniform,13
13,27,17,56,4673,uniform,13
13,28,8,55,4673,uniform,13
13,29,22,73,4673,uniform,13
13,30,16,79,4673,uniform,13
13,31,1,98,4673,uniform,13
13,32,23,60,4673,uniform,13
13,33,21,64,4673,uniform,13
13,34,22,67,4673,uniform,13
13,35,7,97,4673,uniform,13
13,36,17,88,4673,uniform,13
13,37,22,97,4673,uniform,13
13,38,22,53,4673,uniform,13
13,39,7,60,4673,uniform,13
13,40,5,50,4673,uniform,13
13,41,4,83,4673,uniform,13
13,42,17,54,4673,uniform,13
13,43,13,63,4673,uniform,13
13,44,14,77,4673,uniform,13
13,45,9,62,4673,uniform,13
13,46,17,81,4673,uniform,13
13,47,56,89,4673,uniform,13
13,48,7,66,4673,uniform,13
13,49,23,58,4673,uniform,13
13,50,1,81,4673,uniform,13
13,51,55,81,4673,uniform,13
13,52,5,68,4673,uniform,13
13,53,23,66,4673,uniform,13
13,54,20,86,4673,uniform,13
13,55,10,51,4673,uniform,13
13,56,23,51,4673,uniform,13
13,57,80,90,4673,uniform,13
13,58,2,64,4673,uniform,13
13,59,1,85,4673,uniform,13
13,60,3,73,4673,uniform,13
13,61,9,69,4673,uniform,13
13,62,8,91,4673,uniform,13
13,63,3,97,4673,uniform,13
13,64,2,66,4673,uniform,13
13,65,8,74,4673,uniform,13
13,66,1,78,4673,uniform,13
13,67,24,50,4673,uniform,13
13,68,15,83,4673,uniform,13
13,69,4,88,4673,uniform,13
13,70,9,86,4673,uniform,13
13,71,18,67,4673,uniform,13
13,72,12,60,4673,uniform,13
13,73,9,77,4673,uniform,13
13,74,7,72,4673,uniform,13
13,75,22,87,4673,uniform,13
13,76,6,89,4673,uniform,13
13,77,56,86,4673,uniform,13
13,78,22,61,4673,uniform,13
13,79,23,78,4673,uniform,13
13,80,20,54,4673,uniform,13
13,81,7,52,4673,uniform,13
13,82,20,65,4673,uniform,13
13,83,11,92,4673,uniform,13
13,84,14,97,4673,uniform,13
13,85,20,94,4673,uniform,13
13,86,23,57,4673,uniform,13
13,87,76,56,4673,uniform,13
13,88,22,70,4673,uniform,13
13,89,3,57,4673,uniform,13
13,90,6,90,4673,uniform,13
13,91,9,68,4673,uniform,13
13,92,19,96,4673,uniform,13
13,93,23,53,4673,uniform,13
13,94,63,79,4673,uniform,13
13,95,20,95,4673,uniform,13
13,96,12,65,4673,uniform,13
13,97,4,99,4673,uniform,13
13,98,10,82,4673,uniform,13
13,99,97,55,4673,uniform,13
14,0,18,88,3601,normal,14
14,1,21,77,3601,normal,14
14,2,12,89,3601,normal,14
14,3,9,77,3601,normal,14
14,4,88,76,3601,normal,14
14,5,11,57,3601,normal,14
14,6,23,74,3601,normal,14
14,7,11,90,3601,normal,14
14,8,19,66,3601,normal,14
14,9,21,84,3601,normal,14
14,10,20,85,3601,normal,14
14,11,16,72,3601,normal,14
14,12,19,89,3601,normal,14
14,13,20,54,3601,normal,14
14,14,20,69,3601,normal,14
14,15,98,77,3601,normal,14
14,16,10,66,3601,normal,14
14,17,16,67,3601,normal,14
14,18,3,95,3601,normal,14
14,19,23,95,3601,normal,14
14,20,18,57,3601,normal,14
14,21,3,55,3601,normal,14
14,22,9,89,3601,normal,14
14,23,16,92,3601,normal,14
14,24,94,79,3601,normal,14
14,25,12,99,3601,normal,14
14,26,10,57,3601,normal,14
14,27,4,50,3601,normal,14
14,28,16,89,3601,normal,14
14,29,18,78,3601,normal,14
14,30,80,73,3601,normal,14
14,31,23,96,3601,normal,14
14,32,16,52,3601,normal,14
14,33,16,67,3601,normal,14
14,34,16,50,3601,normal,14
14,35,16,89,3601,normal,14
14,36,7,56,3601,normal,14
14,37,15,50,3601,normal,14
14,38,12,83,3601,normal,14
14,39,13,89,3601,normal,14
14,40,23,93,3601,normal,14
14,41,10,75,3601,normal,14
14,42,16,80,3601,normal,14
14,43,5,86,3601,normal,14
14,44,2,56,3601,normal,14
14,45,13,70,3601,normal,14
14,46,18,51,3601,normal,14
14,47,3,92,3601,normal,14
14,48,21,59,3601,normal,14
14,49,24,66,3601,normal,14
14,50,8,89,3601,normal,14
14,51,18,59,3601,normal,14
14,52,82,68,3601,normal,14
14,53,12,54,3601,normal,14
14,54,12,60,3601,normal,14
14,55,14,59,3601,normal,14
14,56,13,85,3601,normal,14
14,57,6,91,3601,normal,14
14,58,11,66,3601,normal,14
14,59,86,54,3601,normal,14
14,60,2,86,3601,normal,14
14,61,19,86,3601,normal,14
14,62,13,75,3601,normal,14
14,63,6,63,3601,normal,14
14,64,16,91,3601,normal,14
14,65,7,59,3601,normal,14
14,66,9,77,3601,normal,14
14,67,9,50,3601,normal,14
14,68,20,96,3601,normal,14
14,69,18,56,3601,normal,14
14,70,17,95,3601,normal,14
14,71,7,96,3601,normal,14
14,72,19,71,3601,normal,14
14,73,6,98,3601,normal,14
14,74,11,66,3601,normal,14
14,75,8,67,3601,normal,14
14,76,22,71,3601,normal,14
14,77,7,50,3601,normal,14
14,78,55,65,3601,normal,14
14,79,16,58,3601,normal,14
14,80,17,98,3601,normal,14
14,81,23,67,3601,normal,14
14,82,23,93,3601,normal,14
14,83,11,55,3601,normal,14
14,84,5,54,3601,normal,14
14,85,22,93,3601,normal,14
14,86,8,79,3601,normal,14
14,87,68,86,3601,normal,14
14,88,2,94,3601,normal,14
14,89,14,84,3601,normal,14
14,90,87,55,3601,normal,14
14,91,19,78,3601,normal,14
14,92,14,98,3601,normal,14
14,93,7,88,3601,normal,14
14,94,16,60,3601,normal,14
14,95,13,50,3601,normal,14
14,96,78,54,3601,normal,14
14,97,11,91,3601,normal,14
14,98,13,71,3601,normal,14
14,99,18,66,3601,normal,14
15,0,22,61,2782,uniform,15
15,1,54,75,2782,uniform,15
15,2,18,90,2782,uniform,15
15,3,12,55,2782,uniform,15
15,4,11,98,2782,uniform,15
15,5,9,80,2782,uniform,15
15,6,3,83,2782,uniform,15
15,7,11,75,2782,uniform,15
15,8,9,73,2782,uniform,15
15,9,3,75,2782,uniform,15
15,10,13,62,2782,uniform,15
15,11,17,99,2782,uniform,15
15,12,6,89,2782,uniform,15
15,13,17,84,2782,uniform,15
15,14,13,52,2782,uniform,15
15,15,94,99,2782,uniform,15
15,16,7,77,2782,uniform,15
15,17,9,96,2782,uniform,15
15,18,14,93,2782,uniform,15
15,19,14,95,2782,uniform,15
15,20,18,60,2782,uniform,15
15,21,7,66,2782,uniform,15
15,22,24,56,2782,uniform,15
15,23,14,69,2782,uniform,15
15,24,6,75,2782,uniform,15
15,25,20,52,2782,uniform,15
15,26,20,66,2782,uniform,15
15,27,7,98,2782,uniform,15
15,28,69,64,2782,uniform,15
15,29,10,74,2782,uniform,15
15,30,87,66,2782,uniform,15
15,31,12,56,2782,uniform,15
15,32,11,81,2782,uniform,15
15,33,12,97,2782,uniform,15
15,34,1,90,2782,uniform,15
15,35,21,59,2782,uniform,15
15,36,20,56,2782,uniform,15
15,37,23,92,2782,uniform,15
15,38,13,51,2782,uniform,15
15,39,1,93,2782,uniform,15
15,40,9,52,2782,uniform,15
15,41,23,89,2782,uniform,15
15,42,15,67,2782,uniform,15
15,43,9,99,2782,uniform,15
15,44,17,91,2782,uniform,15
15,45,21,68,2782,uniform,15
15,46,4,93,2782,uniform,15
15,47,99,61,2782,uniform,15
15,48,12,86,2782,uniform,15
15,49,1,96,2782,uniform,15
15,50,6,69,2782,uniform,15
15,51,9,98,2782,uniform,15
15,52,17,90,2782,uniform,15
15,53,16,54,2782,uniform,15
15,54,19,51,2782,uniform,15
15,55,13,86,2782,uniform,15
15,56,4,53,2782,uniform,15
15,57,4,96,2782,uniform,15
15,58,20,54,2782,uniform,15
15,59,23,99,2782,uniform,15
15,60,12,55,2782,uniform,15
15,61,2,50,2782,uniform,15
15,62,9,57,2782,uniform,15
15,63,24,81,2782,uniform,15
15,64,16,88,2782,uniform,15
15,65,22,92,2782,uniform,15
15,66,23,52,2782,uniform,15
15,67,66,63,2782,uniform,15
15,68,3,96,2782,uniform,15
15,69,12,89,2782,uniform,15
15,70,4,91,2782,uniform,15
15,71,2,75,2782,uniform,15
15,72,11,61,2782,uniform,15
15,73,7,80,2782,uniform,15
15,74,64,87,2782,uniform,15
15,75,4,93,2782,uniform,15
15,76,6,58,2782,uniform,15
15,77,92,66,2782,uniform,15
15,78,15,50,2782,uniform,15
15,79,13,89,2782,uniform,15
15,80,9,82,2782,uniform,15
15,81,19,96,2782,uniform,15
15,82,6,57,2782,uniform,15
15,83,6,86,2782,uniform,15
15,84,89,56,2782,uniform,15
15,85,17,97,2782,uniform,15
15,86,15,95,2782,uniform,15
15,87,12,66,2782,uniform,15
15,88,11,92,2782,uniform,15
15,89,6,63,2782,uniform,15
15,90,10,76,2782,uniform,15
15,91,7,82,2782,uniform,15
15,92,13,96,2782,uniform,15
15,93,24,66,2782,uniform,15
15,94,77,61,2782,uniform,15
15,95,3,53,2782,uniform,15
15,96,16,50,2782,uniform,15
15,97,13,65,2782,uniform,15
15,98,18,57,2782,uniform,15
15,99,5,62,2782,uniform,15
16,0,3,66,2887,uniform,16
16,1,90,83,2887,uniform,16
16,2,17,85,2887,uniform,16
16,3,23,90,2887,uniform,16
16,4,24,86,2887,uniform,16
16,5,83,59,2887,uniform,16
16,6,1,99,2887,uniform,16
16,7,24,74,2887,uniform,16
16,8,6,96,2887,uniform,16
16,9,5,57,2887,uniform,16
16,10,20,96,2887,uniform,16
16,11,83,94,2887,uniform,16
16,12,7,96,2887,uniform,16
16,13,22,68,2887,uniform,16
16,14,5,57,2887,uniform,16
16,15,16,65,2887,uniform,16
16,16,9,71,2887,uniform,16
16,17,2,85,2887,uniform,16
16,18,68,66,2887,uniform,16
16,19,20,87,2887,uniform,16
16,20,8,70,2887,uniform,16
16,21,11,99,2887,uniform,16
16,22,22,55,2887,uniform,16
16,23,23,95,2887,uniform,16
16,24,1,94,2887,uniform,16
16,25,15,83,2887,uniform,16
16,26,14,65,2887,uniform,16
16,27,20,63,2887,uniform,16
16,28,15,61,2887,uniform,16
16,29,4,57,2887,uniform,16
16,30,23,92,2887,uniform,16
16,31,24,80,2887,uniform,16
16,32,11,91,2887,uniform,16
16,33,18,61,2887,uniform,16
16,34,17,84,2887,uniform,16
16,35,11,69,2887,uniform,16
16,36,2,55,2887,uniform,16
16,37,18,91,2887,uniform,16
16,38,10,52,2887,uniform,16
16,39,15,61,2887,uniform,16
16,40,14,69,2887,uniform,16
16,41,2,91,2887,uniform,16
16,42,59,99,2887,uniform,16
16,43,16,96,2887,uniform,16
16,44,10,52,2887,uniform,16
16,45,22,76,2887,uniform,16
16,46,1,58,2887,uniform,16
16,47,9,64,2887,uniform,16
16,48,87,73,2887,uniform,16
16,49,10,91,2887,uniform,16
16,50,1,71,2887,uniform,16
16,51,17,56,2887,uniform,16
16,52,8,56,2887,uniform,16
16,53,7,55,2887,uniform,16
16,54,2,84,2887,uniform,16
16,55,78,55,2887,uniform,16
16,56,4,72,2887,uniform,16
16,57,20,68,2887,uniform,16
16,58,9,83,2887,uniform,16
16,59,52,94,2887,uniform,16
16,60,2,86,2887,uniform,16
16,61,5,60,2887,uniform,16
16,62,24,54,2887,uniform,16
16,63,7,53,2887,uniform,16
16,64,7,93,2887,uniform,16
16,65,21,87,2887,uniform,16
16,66,5,74,2887,uniform,16
16,67,14,63,2887,uniform,16
16,68,22,78,2887,uniform,16
16,69,2,55,2887,uniform,16
16,70,23,88,2887,uniform,16
16,71,10,82,2887,uniform,16
